image_id,street,citi,n_citi,bed,bath,sqft,price,house_cat
7563,15399 Ranchito Drive,Perris,278,4,5,3200,799999,intermediate
7564,63455 Ruby Drive,Desert Hot Springs,101,5,4,4582,799000,intermediate
7565,57600 Salida Del Sol,La Quinta,175,3,3,2856,789999,intermediate
7566,1515 Rancho Lane,Norco,243,5,3,3188,799888,intermediate
7567,24517 Jefferson Avenue,Murrieta,233,3,2,1543,795000,intermediate
7568,22281 Tumbleweed Drive,Canyon Lake,64,4,3,2888,779999,intermediate
7569,73625 Agave Lane,Palm Desert,265,3,2,2714,750000,intermediate
7570,2500 La Condesa Drive,Palm Springs,266,4,4,2705,789000,intermediate
7571,34615 Hacienda Road,Lake Elsinore,185,4,2,2458,795000,intermediate
7572,16599 Fleur Boulevard,Riverside,310,6,4,4125,752541,intermediate
7573,30316 Skippers Way Drive,Canyon Lake,64,4,3,2670,799900,intermediate
7574,79745 Rancho La Quinta Drive,La Quinta,175,3,3,2924,790000,intermediate
7575,760 Raphael Circle,Corona,87,4,3,2975,799000,intermediate
7576,15446 Skyridge Drive,Riverside,310,3,2,3719,799000,intermediate
7577,30437 Canyon Point Circle,Menifee,213,4,3,3123,749900,intermediate
7578,73820 Shadow Lake Drive,Palm Desert,265,4,3,2700,779900,intermediate
7579,3850 Lindsay Street,Belltown,33,8,4,3404,775000,intermediate
7580,15835 Skyridge Drive,Riverside,310,5,4,4895,799999,intermediate
7581,54805 Avenida Madero,La Quinta,175,4,3,2155,799000,intermediate
7582,12826 Shorthorn Drive,Corona,87,5,4,3216,749990,intermediate
7583,50810 Cereza,La Quinta,175,3,4,2800,750000,intermediate
7584,3286 Rural Lane,Corona,87,5,4,4249,760000,intermediate
7585,80090 Via Valerosa,La Quinta,175,4,3,3423,799000,intermediate
7586,56375 Bighorn Drive,Mountain Center,231,3,3,3735,799000,intermediate
7587,1692 Tamarron Drive,Corona,87,4,4,3197,764900,intermediate
7588,275 Loch Lomond Road,Rancho Mirage,300,3,3,2620,799000,intermediate
7589,78 Colgate Drive,Rancho Mirage,300,4,4,2969,749000,intermediate
7590,53875 Old Comanche Trail,Anza,14,4,3,2378,775000,intermediate
7591,7 Princeton Drive,Rancho Mirage,300,3,3,2908,759000,intermediate
7592,79275 Avenue 38,Indio,154,3,2,2400,750000,intermediate
7593,1280 Avenida Caballeros,Palm Springs,266,3,2,1756,745000,intermediate
7594,75054 Gleneagles Circle,Indian Wells,153,3,5,3641,750000,intermediate
7595,4242 Pedley Avenue,Norco,243,3,3,2304,765000,intermediate
7596,1257 Elysia Street,Corona,87,5,4,3572,749000,intermediate
7597,8964 Gentle Wind Drive,Corona,87,4,3,3676,779900,intermediate
7598,1525 Mel Avenue,Palm Springs,266,3,2,1557,755000,intermediate
7599,61089 Fire Barrel Drive,La Quinta,175,3,3,2724,749000,intermediate
7600,575 Calle Rolph,Palm Springs,266,3,2,1388,765000,intermediate
7601,3333 Harley Lane,Corona,87,4,4,3687,780000,intermediate
7602,57628 Salida Del Sol,La Quinta,175,3,3,2804,795000,intermediate
7603,32 Merill Drive,Palm Desert,265,4,4,3212,799000,intermediate
7604,1885 Bel Air Street,Corona,87,3,3,2868,799000,intermediate
7605,1125 W Chase Circle,Corona,87,5,3,3736,778000,intermediate
7606,22380 Pin Tail Dr,Canyon Lake,64,4,3,3652,799999,intermediate
7607,31508 Avenida Del Reposo,Temecula,368,4,3,2996,765000,intermediate
7608,73530 Grapevine Street,Palm Desert,265,3,3,2498,768000,intermediate
7609,257 Cerritos Drive,Palm Springs,266,3,2,1353,749000,intermediate
7610,81300 Cantor Court,La Quinta,175,3,3,2750,788000,intermediate
7611,54900 Southern,La Quinta,175,3,3,3020,768000,intermediate
7612,9245 Beauview Drive,Cherry Valley,77,5,3,4200,799000,intermediate
7613,1133 Langtree Lane,Corona,87,4,3,2968,749000,intermediate
7614,561 Skylar Lane,Palm Springs,266,3,2,2747,749000,intermediate
7615,79365 Toronja,La Quinta,175,3,3,2577,790000,intermediate
7616,80736 Castillo Del Areana,La Quinta,175,3,2,2700,788000,intermediate
7617,75354 Saint Andrews Court,Indian Wells,153,4,4,3380,775000,intermediate
7618,32755 Keller Rd.,Winchester,407,3,2,1782,799900,intermediate
7619,57237 St. Andrews Way,La Quinta,175,3,3,2379,749000,intermediate
7620,55722 Brae Burn,La Quinta,175,3,3,2872,795000,intermediate
7621,79205 Mandarina,La Quinta,175,3,3,2833,775000,intermediate
7622,40400 Ivel Road,Hemet,141,4,2,3200,799900,intermediate
7623,73586 SILVER MOON,Palm Desert,265,3,2,2164,779000,intermediate
7624,34070 Vandale Court,Temecula,368,5,4,3794,795000,intermediate
7625,217 W Crestview Drive W,Palm Springs,266,3,2,1954,774500,intermediate
7626,29 Birkdale Circle,Rancho Mirage,300,3,3,3169,750000,intermediate
7627,78640 Cabrillo Way,La Quinta,175,3,3,2580,795000,intermediate
7628,22551 Blue Teal Drive,Canyon Lake,64,4,3,4300,749900,intermediate
7629,8693 Rolling Hills Drive,Corona,87,6,4,4666,745000,intermediate
7630,16214 Highgate Drive,Riverside,310,4,3,3904,779000,intermediate
7631,33241 Hwy 74,Hemet,141,2,1,1244,800000,intermediate
7632,811 E Chia Road,Palm Springs,266,4,3,1808,749999,intermediate
7633,21803 Strawberry Lane,Canyon Lake,64,4,4,2996,799900,intermediate
7634,21373 Paseo Montana,Murrieta,233,4,3,2512,799800,intermediate
7635,1606 Via Roma Circle,Corona,87,5,3,3254,780000,intermediate
7636,960 Oliviamae Circle,Corona,87,5,3,3202,749000,intermediate
7637,38669 ryans Way,Palm Desert,265,3,3,2782,749000,intermediate
7638,25050 El Toro Road,Lake Elsinore,185,2,1,720,750000,intermediate
7639,80402 Amazon Avenue,Indio,154,4,3,3150,759000,intermediate
7640,4059 Hillside Avenue,Norco,243,4,2,1965,769900,intermediate
7641,39304 Gingham Court,Palm Desert,265,4,2,2618,765000,intermediate
7642,2107 Vista Grande Avenue,Palm Springs,266,4,2,1949,750000,intermediate
7643,27375 Palomar Road,Menifee,213,4,4,3426,750000,intermediate
7644,6878 Lucite Drive,Corona,87,5,3,3528,750000,intermediate
7645,11310 Breithorn Court,Riverside,310,4,2,3563,789000,intermediate
7646,12487 Feather Drive,Mira Loma,216,5,3,3715,749000,intermediate
7647,8805 Dufferin Avenue,Riverside,310,4,2,3553,755000,intermediate
7648,79680 Rancho La Quinta Drive,La Quinta,175,4,3,2924,769000,intermediate
7649,216 Eagle Dance Circle,Palm Desert,265,4,4,3310,750000,intermediate
7650,1407 Folson Circle,Corona,87,5,3,3501,749900,intermediate
7651,8086 Soft Winds Drive,Corona,87,3,2,3142,748950,intermediate
7652,9360 Byham Lane,Cherry Valley,77,4,4,3879,749900,intermediate
7653,20 Oakmont Drive,Rancho Mirage,300,3,3,3773,765000,intermediate
7654,7486 Smerber Road,Corona,87,3,2,3358,799900,intermediate
7655,62 Colgate Drive,Rancho Mirage,300,3,3,2940,749999,intermediate
7656,131 Vista Valle,Palm Desert,265,3,3,2982,749000,intermediate
7657,60405 Scenic Drive,Mountain Center,231,4,4,3200,775000,intermediate
7658,1123 Blazewood Street,Riverside,310,5,3,3650,750000,intermediate
7659,2340 Mountain Avenue,Norco,243,4,2,2203,779000,intermediate
7660,78654 Cimmaron,Palm Desert,265,3,3,2907,770000,intermediate
7661,41480 Luz Del Sol,Temecula,368,4,3,3198,769000,intermediate
7662,2370 Mountain Avenue,Norco,243,4,2,2218,789900,intermediate
7663,74767 Cove Drive,Indian Wells,153,5,3,3130,795000,intermediate
7664,75097 Spyglass Drive,Indian Wells,153,3,3,2871,789000,intermediate
7665,41881 Via Aregio,Palm Desert,265,4,4,2952,750000,intermediate
7666,39201 San Ignacio Road,Hemet,141,5,3,2852,799900,intermediate
7667,701 Indian Ridge Drive,Palm Desert,265,3,3,2430,759000,intermediate
7668,1445 Plato Circle,Palm Springs,266,3,2,1942,799900,intermediate
7669,1833 Palm Canyon Drive,Palm Springs,266,3,3,2487,799000,intermediate
7670,1445 Plato Circle,Palm Springs,266,3,2,1942,769900,intermediate
7671,1615 Via Roma Circle,Corona,87,5,3,3254,778000,intermediate
7672,14050 Blue Ribbon Lane,Moreno Valley,228,4,2,2112,750000,intermediate
7673,448 Carson Lane,Norco,243,5,4,3606,794900,intermediate
7674,217 East Street,Norco,243,5,3,2832,749000,intermediate
7675,1591 Shetland Circle,Norco,243,4,2,2980,758888,intermediate
7676,23130 Sanwood Road,Nuevo,249,6,3,3430,760000,intermediate
7677,51315 Avenida Juarez,La Quinta,175,3,3,2847,899000,luxury
7678,49740 Mission Drive W,La Quinta,175,3,3,2635,829000,intermediate
7679,26135 La Piedra Road,Menifee,213,5,3,4066,799900,intermediate
7680,45119 Fieldbrook Court,Temecula,368,5,4,4209,800000,intermediate
7681,80668 Via Tranquila,La Quinta,175,4,3,3502,799000,intermediate
7682,51545 Longmeadow Street,Indio,154,3,3,2708,800000,intermediate
7683,7631 Cabrillo Way,Corona,87,5,3,4619,848800,luxury
7684,81165 Shinnecock,La Quinta,175,3,3,2611,899000,luxury
7685,1410 Amelia Way,Palm Springs,266,5,3,3267,849000,luxury
7686,344 W Racquet Club Road,Palm Springs,266,3,2,1994,795000,intermediate
7687,10 Oakmont Drive,Rancho Mirage,300,4,4,3524,869000,luxury
7688,45665 Cielito Drive,Indian Wells,153,3,4,3850,879000,luxury
7689,50505 Verano Drive,La Quinta,175,3,3,2811,859000,luxury
7690,39158 Vista Del Bosque,Murrieta,233,4,3,3070,819777,intermediate
7691,6560 Aerial Court,Riverside,310,5,3,3282,799000,intermediate
7692,2125 Girasol Avenue,Palm Springs,266,3,3,2516,889900,luxury
7693,80705 Cedar,La Quinta,175,4,4,2905,825000,intermediate
7694,23730 TAPATIA,Homeland,147,4,4,3984,849000,luxury
7695,39339 Calle Conejo,Temecula,368,3,2,2917,849000,luxury
7696,78915 Dulce Del Mar,La Quinta,175,4,3,3312,854000,luxury
7697,6730 De Grazia,Riverside,310,5,3,3014,875000,luxury
7698,7 Carrera Place,Rancho Mirage,300,3,3,3275,879000,luxury
7699,36493 Summitville Street,Temecula,368,4,3,2615,829000,intermediate
7700,2450 Cross Street,Riverside,310,4,3,3219,815000,intermediate
7701,1431 Lorena Way,Palm Springs,266,3,3,3042,799900,intermediate
7702,56965 Mountain,La Quinta,175,3,3,2501,895000,luxury
7703,9 Via Verde,Rancho Mirage,300,3,3,3646,899000,luxury
7704,24581 Fern Valley Road,Idyllwild,150,4,3,2307,849000,luxury
7705,63350 Pinyon Drive,Mountain Center,231,3,3,2660,879700,luxury
7706,1340 Primavera Drive E,Palm Springs,266,3,2,2182,850000,luxury
7707,10 Briarcliff Court,Rancho Mirage,300,3,3,2950,869000,luxury
7708,3150 Sonora Road,Palm Springs,266,4,3,3000,895000,luxury
7709,4550 Edgewater Circle,Corona,87,5,4,4136,799900,intermediate
7710,15 Creekside Drive,Rancho Mirage,300,3,3,3288,847000,luxury
7711,Vista Calico,La Quinta,175,3,3,2924,850000,luxury
7712,22240 Silverpointe,Corona,87,5,4,4278,799900,intermediate
7713,3748 Bear Pass Drive,Corona,87,5,4,3491,799900,intermediate
7714,49335 Vista Estrella,La Quinta,175,3,3,2635,839000,luxury
7715,4 Asti Circle Circle,Palm Desert,265,4,3,3560,899000,luxury
7716,80448 Riviera,La Quinta,175,4,4,3524,859000,luxury
7717,283 Luring Drive,Palm Springs,266,5,4,2604,895000,luxury
7718,56059 Winged Foot,La Quinta,175,3,3,3669,874900,luxury
7719,9 Porto Cielo Court,Rancho Mirage,300,3,3,3206,850000,luxury
7720,80204 Via Tesoro,La Quinta,175,3,2,2631,899000,luxury
7721,2459 Camino Real,Palm Springs,266,4,3,2619,895000,luxury
7722,909 Sunair Road,Palm Springs,266,5,3,1825,899000,luxury
7723,2 Surrey Court,Rancho Mirage,300,3,3,3229,849000,luxury
7724,76857 Inca Drive,Indian Wells,153,4,3,3217,849000,luxury
7725,1665 Via Sevilla Street,Corona,87,5,4,3735,878888,luxury
7726,45535 Kawea Way,Indian Wells,153,5,4,3617,849000,luxury
7727,75840 Altamira Drive,Indian Wells,153,4,3,3875,879000,luxury
7728,79850 Rancho La Quinta Drive,La Quinta,175,3,3,2635,855000,luxury
7729,80350 Torreon Way,La Quinta,175,3,3,2975,820000,intermediate
7730,955 Bogert Trail,Palm Springs,266,3,3,3565,870000,luxury
7731,75555 Mary Lane,Indian Wells,153,3,2,2410,819900,intermediate
7732,1 Park Lane,Rancho Mirage,300,3,3,3502,825000,intermediate
7733,46180 Cypress Estates Court,Palm Desert,265,3,3,3417,869000,luxury
7734,48295 Vista Calico,La Quinta,175,4,3,2924,849000,luxury
7735,48403 Alamonte Court,Palm Desert,265,3,3,3225,869000,luxury
7736,5 Buckingham Way,Rancho Mirage,300,4,3,3636,799000,intermediate
7737,2147 Paseo Roseta,Palm Springs,266,3,2,1774,858000,luxury
7738,55685 Riviera,La Quinta,175,4,4,3072,879000,luxury
7739,55300 Pebble Beach,La Quinta,175,3,3,3471,899000,luxury
7740,15 Birkdale Circle,Rancho Mirage,300,3,3,3169,888900,luxury
7741,11 Ridgeline Way,Rancho Mirage,300,3,3,3074,895000,luxury
7742,50280 Valencia Court,La Quinta,175,4,3,2748,827000,intermediate
7743,19 Calle Del Norte,Rancho Mirage,300,4,4,3316,829500,intermediate
7744,49275 Avenida El Nido,La Quinta,175,5,8,3989,795000,intermediate
7745,35790 Meadow Ridge Road,Temecula,368,4,3,2644,799900,intermediate
7746,762 Skylar Lane,Palm Springs,266,4,4,2972,899935,luxury
7747,71293 Country Club Drive,Rancho Mirage,300,4,3,3149,849000,luxury
7748,365 Orchid Tree Lane,Palm Springs,266,3,3,2821,799000,intermediate
7749,3 University Circle,Rancho Mirage,300,3,3,3115,869500,luxury
7750,78445 Via Sevilla,La Quinta,175,5,3,3642,799900,intermediate
7751,48590 Capistrano Way,La Quinta,175,3,3,2700,825000,intermediate
7752,79790 Mission Drive E,La Quinta,175,3,3,2635,899000,luxury
7753,49329 Avenida Vista Bonita,La Quinta,175,3,3,2054,859000,luxury
7754,372 W Dominguez Road,Palm Springs,266,3,2,2030,799900,intermediate
7755,21017 Cashew Street,Wildomar,405,5,5,4002,899900,luxury
7756,200 W Via Olivera,Palm Springs,266,6,4,2218,855000,luxury
7757,2671 Windsor Circle,Corona,87,5,4,3953,850000,luxury
7758,79604 Mission Drive E,La Quinta,175,3,3,2924,895000,luxury
7759,3650 Nelson,Corona,87,5,3,3435,859000,luxury
7760,405 Suave Lane,Palm Springs,266,2,2,2726,819000,intermediate
7761,50460 Los Verdes Way,La Quinta,175,3,3,2535,839000,luxury
7762,40645 Ivel Road,Hemet,141,3,3,2040,795000,intermediate
7763,632 Beverly Drive,Palm Springs,266,4,3,2294,849000,luxury
7764,34593 Serdonis Street,Temecula,368,4,3,3143,875000,luxury
7765,16960 Mockingbird Canyon Road,Riverside,310,3,3,2452,799000,intermediate
7766,17978 Corrinne Way,Riverside,310,4,3,3692,849000,luxury
7767,1183 Fetlock Way,Riverside,310,4,2,2798,829900,intermediate
7768,16563 Fox Glen Road,Riverside,310,4,3,2775,800000,intermediate
7769,14070 Ashton Lane,Riverside,310,4,3,3700,800000,intermediate
7770,4347 Cabot Drive,Corona,87,4,3,3413,815000,intermediate
7771,15399 Ranchito Drive,Perris,278,4,5,3200,799999,intermediate
7772,623 Chino Canyon Road,Palm Springs,266,3,2,2005,829000,intermediate
7773,63455 Ruby Drive,Desert Hot Springs,101,5,4,4582,799000,intermediate
7774,22937 Banbury Court,Murrieta,233,4,3,3668,869900,luxury
7775,71571 Biskra Road,Rancho Mirage,300,3,2,2336,885000,luxury
7776,1127 Calle Marcus,Palm Springs,266,3,3,2032,864000,luxury
7777,1515 Rancho Lane,Norco,243,5,3,3188,799888,intermediate
7778,30148 Skippers Way Drive,Canyon Lake,64,4,3,2996,849000,luxury
7779,24517 Jefferson Avenue,Murrieta,233,3,2,1543,795000,intermediate
7780,1208 Calle De Maria,Palm Springs,266,4,4,3606,899000,luxury
7781,16086 Washington Street,Riverside,310,5,3,3457,839000,luxury
7782,34615 Hacienda Road,Lake Elsinore,185,4,2,2458,795000,intermediate
7783,24448 Epson Court,Murrieta,233,3,2,1832,899000,luxury
7784,1970 Joshua Tree Place,Palm Springs,266,3,2,1957,809000,intermediate
7785,30316 Skippers Way Drive,Canyon Lake,64,4,3,2670,799900,intermediate
7786,760 Raphael Circle,Corona,87,4,3,2975,799000,intermediate
7787,2193 Terry Lane,Palm Springs,266,3,2,1944,839000,luxury
7788,15446 Skyridge Drive,Riverside,310,3,2,3719,799000,intermediate
7789,50240 Valencia Court,La Quinta,175,3,3,2883,897000,luxury
7790,2611 Kings Road W,Palm Springs,266,3,3,2318,895000,luxury
7791,6 Porto Cielo Court,Rancho Mirage,300,3,3,3180,849900,luxury
7792,15835 Skyridge Drive,Riverside,310,5,4,4895,799999,intermediate
7793,1075 El Alameda,Palm Springs,266,3,2,2353,899000,luxury
7794,54805 Avenida Madero,La Quinta,175,4,3,2155,799000,intermediate
7795,46188 Cypress Estates Court,Palm Desert,265,3,3,2936,819000,intermediate
7796,1415 Indian Trail,Palm Springs,266,3,3,2440,889000,luxury
7797,75375 Painted Desert Drive,Indian Wells,153,4,3,3565,839000,luxury
7798,35875 Valle Vista,Murrieta,233,4,4,4000,889000,luxury
7799,80090 Via Valerosa,La Quinta,175,4,3,3423,799000,intermediate
7800,56375 Bighorn Drive,Mountain Center,231,3,3,3735,799000,intermediate
7801,3153 Arapaho Street,Norco,243,5,3,4016,865000,luxury
7802,275 Loch Lomond Road,Rancho Mirage,300,3,3,2620,799000,intermediate
7803,81945 Elynor Court,La Quinta,175,3,3,2673,850000,luxury
7804,2396 Sageleaf Circle,Corona,87,5,2,3346,899888,luxury
7805,16525 Amberley Court,Riverside,310,5,4,4442,899990,luxury
7806,35005 Vista Del Ladero,Rancho Mirage,300,3,3,3300,879000,luxury
7807,140 Breeders Cup Place,Norco,243,6,3,4749,825000,intermediate
7808,2492 Bulrush Circle,Corona,87,4,3,3346,885000,luxury
7809,2280 Sunrise Way,Palm Springs,266,4,3,3049,879000,luxury
7810,76310 Shoshone Drive,Indian Wells,153,4,5,4091,895000,luxury
7811,50085 Mountain Shadows Road,La Quinta,175,4,4,3247,830000,intermediate
7812,20655 Paseo Montana,Murrieta,233,4,3,3537,849900,luxury
7813,66 Via Bella,Rancho Mirage,300,3,2,3250,829000,intermediate
7814,1504 Harness Lane,Norco,243,5,3,3895,829800,intermediate
7815,997 Hyde Park Court,Corona,87,5,4,3953,827000,intermediate
7816,55475 Calhoun Street,Thermal,371,4,2,2256,899000,luxury
7817,50888 Cereza,La Quinta,175,3,3,2910,899000,luxury
7818,4 Exeter Court,Rancho Mirage,300,3,3,2887,829000,intermediate
7819,57628 Salida Del Sol,La Quinta,175,3,3,2804,795000,intermediate
7820,32 Merill Drive,Palm Desert,265,4,4,3212,799000,intermediate
7821,1885 Bel Air Street,Corona,87,3,3,2868,799000,intermediate
7822,22380 Pin Tail Dr,Canyon Lake,64,4,3,3652,799999,intermediate
7823,50784 Cereza,La Quinta,175,3,3,2800,875000,luxury
7824,1441 N Palm Avenue,Hemet,141,6,3,5488,870000,luxury
7825,9245 Beauview Drive,Cherry Valley,77,5,3,4200,799000,intermediate
7826,38970 Vista Dawn,Temecula,368,3,2,2595,825000,intermediate
7827,247 Easmor Circle,Palm Springs,266,4,4,2397,899000,luxury
7828,22564 Inspiration,Canyon Lake,64,4,3,4381,864999,luxury
7829,32755 Keller Rd.,Winchester,407,3,2,1782,799900,intermediate
7830,39805 Calle De Suenos,Murrieta,233,4,3,4862,899000,luxury
7831,48510 Vista Calico,La Quinta,175,3,3,2635,850000,luxury
7832,77955 Laredo Court,La Quinta,175,4,3,2520,899000,luxury
7833,55722 Brae Burn,La Quinta,175,3,3,2872,795000,intermediate
7834,40400 Ivel Road,Hemet,141,4,2,3200,799900,intermediate
7835,32811 Wesley Street,Wildomar,405,4,4,2718,875000,luxury
7836,47500 Mccormick Road,Palm Desert,265,2,2,1420,849000,luxury
7837,79608 Mission Drive E,La Quinta,175,3,3,2635,839000,luxury
7838,25846 Beth Drive,Menifee,213,4,3,3867,899000,luxury
7839,6800 Hawarden Drive,Riverside,310,3,2,3193,875000,luxury
7840,2590 Horace Street,Riverside,310,5,4,3937,898000,luxury
7841,34070 Vandale Court,Temecula,368,5,4,3794,795000,intermediate
7842,7902 Summer Day Drive,Corona,87,6,5,4248,824900,intermediate
7843,78640 Cabrillo Way,La Quinta,175,3,3,2580,795000,intermediate
7844,737 Arrowhead Drive,Palm Desert,265,4,4,2800,869000,luxury
7845,49440 Mission Drive W,La Quinta,175,3,3,2635,849000,luxury
7846,417 Suave Lane,Palm Springs,266,2,2,2209,845500,luxury
7847,2425 Milo Drive,Palm Springs,266,3,2,1984,868000,luxury
7848,80355 Spanish Bay,La Quinta,175,3,3,2974,899000,luxury
7849,26211 Boulder Ridge Way,Menifee,213,5,4,3653,819990,intermediate
7850,26183 Boulder Ridge Way,Menifee,213,4,3,3123,849990,luxury
7851,33241 Hwy 74,Hemet,141,2,1,1244,800000,intermediate
7852,38320 Maracaibo Circle W,Palm Springs,266,4,3,4370,885000,luxury
7853,21803 Strawberry Lane,Canyon Lake,64,4,4,2996,799900,intermediate
7854,21373 Paseo Montana,Murrieta,233,4,3,2512,799800,intermediate
7855,1211 PASATIEMPO Road,Palm Springs,266,3,3,1670,840000,luxury
7856,77266 Tribecca Street,Indian Wells,153,3,3,2587,849500,luxury
7857,8 VIA VERDE,Rancho Mirage,300,3,3,4057,830000,intermediate
7858,48431 Alamonte Court,Palm Desert,265,4,3,2796,899000,luxury
7859,3169 Hillside Avenue,Norco,243,4,2,3065,837500,luxury
7860,75235 Purple Hills Road,Indian Wells,153,4,3,3032,875000,luxury
7861,72600 Sun Valley Lane,Palm Desert,265,6,8,6100,889500,luxury
7862,69791 Camino Pacifico,Rancho Mirage,300,3,2,3650,809000,intermediate
7863,41700 Jojoba Hills Circle,Aguanga,5,4,4,5250,849999,luxury
7864,13256 Eaglebluff Lane,Corona,87,5,3,3807,849000,luxury
7865,41537 Via Treviso,Palm Desert,265,5,4,3425,899900,luxury
7866,11187 Lindy Street,Riverside,310,4,3,3400,809900,intermediate
7867,37550 Avenida Bravura,Temecula,368,4,3,3550,860000,luxury
7868,21351 Walnut Street,Wildomar,405,4,3,4127,850000,luxury
7869,73753 Agave Lane,Palm Desert,265,3,2,3013,895000,luxury
7870,72725 Joshua Tree Street,Palm Desert,265,4,2,2684,895000,luxury
7871,72775 BEAVERTAIL Street,Palm Desert,265,3,3,3235,879000,luxury
7872,80920 Hermitage,La Quinta,175,3,3,2450,829000,intermediate
7873,1910 Toledo Avenue,Palm Springs,266,3,2,1882,899900,luxury
7874,51315 Avenida Juarez,La Quinta,175,3,3,2847,899000,luxury
7875,29654 Big Range Road,Canyon Lake,64,3,3,3344,975000,luxury
7876,1422 Tamarisk West Street,Rancho Mirage,300,4,4,3708,998500,luxury
7877,81165 Shinnecock,La Quinta,175,3,3,2611,899000,luxury
7878,29414 Via Norte,Temecula,368,6,3,3500,998000,luxury
7879,72764 Beavertail Street,Palm Desert,265,3,3,2519,929000,luxury
7880,80460 Hermitage,La Quinta,175,4,3,3400,995000,luxury
7881,20900 Avenida De Arboles,Murrieta,233,4,4,5107,1000000,luxury
7882,13 Mount Holyoke Drive,Rancho Mirage,300,3,3,3136,925000,luxury
7883,2739 Bonita Circle,Palm Springs,266,3,3,2119,997000,luxury
7884,7876 Arroyo Vista Street,Riverside,310,4,4,3683,984900,luxury
7885,33800 Black Mountain Road,Temecula,368,4,2,2219,985000,luxury
7886,31625 Sierra Verde,Homeland,147,5,5,5700,959000,luxury
7887,46 Via Noela,Rancho Mirage,300,3,3,2995,995000,luxury
7888,49460 Avenida Obregon,La Quinta,175,2,3,1674,1005000,luxury
7889,30164 Clear Water Drive,Canyon Lake,64,5,3,3288,998000,luxury
7890,81280 Golf View Drive,La Quinta,175,4,4,3309,949000,luxury
7891,12 Via Haciendas,Rancho Mirage,300,4,4,3017,995000,luxury
7892,55599 Encino Road,Idyllwild,150,3,3,2317,925000,luxury
7893,56965 Mountain,La Quinta,175,3,3,2501,895000,luxury
7894,9 Via Verde,Rancho Mirage,300,3,3,3646,899000,luxury
7895,3150 Sonora Road,Palm Springs,266,4,3,3000,895000,luxury
7896,38190 Corte Jinete,Murrieta,233,4,4,4803,999999,luxury
7897,50340 Valencia Court,La Quinta,175,3,3,2883,979000,luxury
7898,7116 Hawarden Drive,Riverside,310,5,4,4472,925000,luxury
7899,30294 Little Harbor Drive,Canyon Lake,64,4,3,5183,990000,luxury
7900,4 Asti Circle Circle,Palm Desert,265,4,3,3560,899000,luxury
7901,283 Luring Drive,Palm Springs,266,5,4,2604,895000,luxury
7902,80204 Via Tesoro,La Quinta,175,3,2,2631,899000,luxury
7903,2459 Camino Real,Palm Springs,266,4,3,2619,895000,luxury
7904,81600 Macbeth Street,La Quinta,175,3,3,3153,915000,luxury
7905,6043 Speyside Road,Riverside,310,5,3,3655,999900,luxury
7906,909 Sunair Road,Palm Springs,266,5,3,1825,899000,luxury
7907,45449 Indian Wells Lane,Indian Wells,153,4,4,2667,929000,luxury
7908,75706 Mclachlin Circle,Palm Desert,265,4,4,3696,929000,luxury
7909,73355 Grapevine Street,Palm Desert,265,4,4,2918,980000,luxury
7910,49234 Montpelier Drive,Indio,154,4,4,4075,925000,luxury
7911,77350 Sioux Drive,Indian Wells,153,3,3,3952,995000,luxury
7912,1347 Paseo De Marcia,Palm Springs,266,3,3,2034,999999,luxury
7913,47615 Via Montessa,La Quinta,175,4,3,3529,990000,luxury
7914,55300 Pebble Beach,La Quinta,175,3,3,3471,899000,luxury
7915,7 ALICANTE Circle,Rancho Mirage,300,3,3,3805,949000,luxury
7916,11 Ridgeline Way,Rancho Mirage,300,3,3,3074,895000,luxury
7917,40348 Odessa Drive,Temecula,368,5,3,4505,965000,luxury
7918,1645 Murrieta Road,Perris,278,2,2,1344,949000,luxury
7919,77500 Vista Flora,La Quinta,175,2,3,1680,975000,luxury
7920,2455 Via Lazo,Palm Springs,266,4,5,3934,998000,luxury
7921,79370 Mission Drive W,La Quinta,175,3,3,2924,929000,luxury
7922,57355 Interlachen,La Quinta,175,4,4,3013,945000,luxury
7923,49690 Rancho San Julian,La Quinta,175,4,4,3640,929000,luxury
7924,358 Crest Lake Drive,Palm Desert,265,3,3,4239,995000,luxury
7925,42887 Lindsay Circle,Temecula,368,5,3,3781,999000,luxury
7926,762 Skylar Lane,Palm Springs,266,4,4,2972,899935,luxury
7927,54210 Cananero Circle,La Quinta,175,4,4,3801,949999,luxury
7928,22861 Royal Adelaide Drive,Murrieta,233,5,3,4372,999000,luxury
7929,79790 Mission Drive E,La Quinta,175,3,3,2635,899000,luxury
7930,21017 Cashew Street,Wildomar,405,5,5,4002,899900,luxury
7931,78905 Mission Drive W,La Quinta,175,4,4,3349,939000,luxury
7932,79604 Mission Drive E,La Quinta,175,3,3,2924,895000,luxury
7933,17270 Vanderhill Circle,Perris,278,5,4,3599,939000,luxury
7934,11055 Sunset Avenue,Banning,26,2,2,1130,995000,luxury
7935,1670 Via Finaldi Way,Corona,87,5,3,3895,950000,luxury
7936,342 Loch Lomond Road,Rancho Mirage,300,4,4,3524,999900,luxury
7937,1331 S Sunrise Way,Palm Springs,266,3,2,2160,929000,luxury
7938,1503 Beacon Ridge Way,Corona,87,5,4,4331,994900,luxury
7939,76889 Tomahawk Run,Indian Wells,153,5,3,3204,929000,luxury
7940,195 Via Olivera,Palm Springs,266,3,3,2213,995000,luxury
